id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
4259,Barn- och ungdomspsykiatrimottagning Gula Villan Gävle,,61,Offentlig,,,Specialiserad vård,3,61924,Barn- och ungdomspsykiatrimottagning Gula Villan Gävle
4260,"Habiliteringskliniken, Sollefteå sjukhus",,62,Offentlig,,,Specialiserad vård,3,62013B,"Habiliteringskliniken, Sollefteå sjukhus"
4261,"Habiliteringskliniken, Örnsköldsviks sjukhus",,62,Offentlig,,,Specialiserad vård,3,62011A,"Habiliteringskliniken, Örnsköldsviks sjukhus"
4264,Hallands sjukhus (Halmstad/Varberg/Kungsbacka),,42,Offentlig,,,Specialiserad vård,3,42020,Hallands sjukhus (Halmstad/Varberg/Kungsbacka)
4268,"Kirurgi- och ortopediverksamhet, Gävleborg",,61,Offentlig,,,Specialiserad vård,3,61021,"Kirurgi- och ortopediverksamhet, Gävleborg"
4271,Hälsostaden Ängelholm,,41,Offentlig,,,Specialiserad vård,3,28011B,Hälsostaden Ängelholm
4272,"Ätstörningsenheten, Norra Halland",,42,Offentlig,,,Specialiserad vård,3,42561,"Ätstörningsenheten, Norra Halland"
4273,"Ätstörningsenheten, Södra Halland",,42,Offentlig,,,Specialiserad vård,3,42562,"Ätstörningsenheten, Södra Halland"
4274,Neurologkliniken Dr Stig Svensson AB,,51,Privat,,,Specialiserad vård,3,50080,Neurologkliniken Dr Stig Svensson AB
4275,Aleris Specialistvård Bollnäs,,61,Privat,,,Specialiserad vård,3,61011A,Aleris Specialistvård Bollnäs
4276,Ängelholms sjukhus - Vårdval,,41,Offentlig,,,Specialiserad vård,3,28011C,Ängelholms sjukhus - Vårdval
4277,Lasarettet Trelleborg - Vårdval,,41,Offentlig,,,Specialiserad vård,3,41011D,Lasarettet Trelleborg - Vårdval
4278,Läkarhuset i Lund - Vårdval,,41,Privat,,,Specialiserad vård,3,41082,Läkarhuset i Lund - Vårdval
4279,"Capio Citykliniken, S:t Laurentiigatan, Lund - Vårdval",,41,Privat,,,Specialiserad vård,3,41051A,"Capio Citykliniken, S:t Laurentiigatan, Lund - Vårdval"
4280,Lundagårds läkargrupp – Vårdval,,41,Privat,,,Specialiserad vård,3,41083,Lundagårds läkargrupp – Vårdval
4281,Lasarettet i Landskrona - Region Skåne (Obesitas),,41,Offentlig,,,Specialiserad vård,3,41010D,Lasarettet i Landskrona - Region Skåne (Obesitas)
4282,Psykiatri Karlskrona,,27,Offentlig,,,Specialiserad vård,3,27507,Psykiatri Karlskrona
4293,Specialistläkarna i Lund,,41,Privat,,,Specialiserad vård,3,41084,Specialistläkarna i Lund
4306,"Diagnostiskt centrum hud, Stockholm",,10,Offentlig,,,Specialiserad vård,3,10414,"Diagnostiskt centrum hud, Stockholm"
4307,Hudcentrum Hagastaden,,10,Privat,,,Specialiserad vård,3,10413,Hudcentrum Hagastaden
4308,"Gynekologimottagning, Fridhemsplan",,10,Privat,,,Specialiserad vård,3,10418,"Gynekologimottagning, Fridhemsplan"
4309,"Cutisgruppen, Läkarhuset Odenplan",,10,Privat,,,Specialiserad vård,3,10407,"Cutisgruppen, Läkarhuset Odenplan"
4310,"Öron Näsa Hals, Capio Globen, Stockholm",,10,Privat,,,Specialiserad vård,3,10424,"Öron Näsa Hals, Capio Globen, Stockholm"
4311,"Gynekologimottagning, Sundbyberg",,10,Privat,,,Specialiserad vård,3,10426,"Gynekologimottagning, Sundbyberg"
4312,"Gynekologgruppen, Täby",,10,Privat,,,Specialiserad vård,3,10416,"Gynekologgruppen, Täby"
4313,Läkarhuset Utsikten (Praktikertjänst),,10,Privat,,,Specialiserad vård,3,10412,Läkarhuset Utsikten (Praktikertjänst)
4314,"Hudmottagning, Farsta läkarhus",,10,Privat,,,Specialiserad vård,3,10410,"Hudmottagning, Farsta läkarhus"
4315,"Utsiktens Öron-Näsa-Halsmottagning, Skanstull",,10,Privat,,,Specialiserad vård,3,10425,"Utsiktens Öron-Näsa-Halsmottagning, Skanstull"
4316,Capio Slussenkliniken,,10,Privat,,,Specialiserad vård,3,10428,Capio Slussenkliniken
4317,Vällingby ögonklinik,,10,Privat,,,Specialiserad vård,3,10402,Vällingby ögonklinik
4318,"Öron Näsa Hals, Capio Vårdcentral Väsby",,10,Privat,,,Specialiserad vård,3,10430,"Öron Näsa Hals, Capio Vårdcentral Väsby"
4319,Liljeholmens ortopedi,,10,Privat,,,Specialiserad vård,3,10401,Liljeholmens ortopedi
4320,Familjeläkarna Saltsjöbaden,,10,Privat,,,Specialiserad vård,3,10429,Familjeläkarna Saltsjöbaden
4321,"ÖNH-mottagning,  Dr Kerstin Engervall, Vällingby",,10,Privat,,,Specialiserad vård,3,10422,"ÖNH-mottagning,  Dr Kerstin Engervall, Vällingby"
4322,"UltraGyn, Sophiahemmet",,10,Privat,,,Specialiserad vård,3,10420,"UltraGyn, Sophiahemmet"
4323,Läkarhuset Luna,,10,Offentlig,,,Specialiserad vård,3,10408,Läkarhuset Luna
4324,"Gynekologimottagning, Vallentuna",,10,Privat,,,Specialiserad vård,3,10419,"Gynekologimottagning, Vallentuna"
4325,Fruängens ögonklinik,,10,Privat,,,Specialiserad vård,3,10403,Fruängens ögonklinik
4326,"Hudkliniken, Sophiahemmet",,10,Privat,,,Specialiserad vård,3,10409,"Hudkliniken, Sophiahemmet"
4327,"Hudmottagning, Vårbergs vårdcentral",,10,Privat,,,Specialiserad vård,3,10411,"Hudmottagning, Vårbergs vårdcentral"
4328,Optalux ögonklinik,,10,Privat,,,Specialiserad vård,3,10406,Optalux ögonklinik
4329,"ÖNH center, Jakobsberg (Praktikertjänst)",,10,Offentlig,,,Specialiserad vård,3,10421,"ÖNH center, Jakobsberg (Praktikertjänst)"
4330,"GynekologerSyd, Skärholmen",,10,Privat,,,Specialiserad vård,3,10417,"GynekologerSyd, Skärholmen"
4331,"Öron-, näs- och halsklinik, Danderyd",,10,Privat,,,Specialiserad vård,3,10423,"Öron-, näs- och halsklinik, Danderyd"
4332,Ögonläkargruppen Odenplan,,10,Offentlig,,,Specialiserad vård,3,10405,Ögonläkargruppen Odenplan
4333,"Gynekologimottagning, Farsta läkarhus",,10,Privat,,,Specialiserad vård,3,10415,"Gynekologimottagning, Farsta läkarhus"
4334,"Cityakuten, Hötorget",,10,Privat,,,Specialiserad vård,3,10427,"Cityakuten, Hötorget"
4339,"A6 Ögonklinik, Jönköping",,22,Privat,,,Specialiserad vård,3,22054,"A6 Ögonklinik, Jönköping"
4340,"Ögonläkarhuset i city, Jönköping",,22,Privat,,,Specialiserad vård,3,22057,"Ögonläkarhuset i city, Jönköping"
4341,"Eye Clinic, Värnamo",,22,Privat,,,Specialiserad vård,3,22056,"Eye Clinic, Värnamo"
4342,"Capio Medocular, Jönköping",,22,Privat,,,Specialiserad vård,3,22055,"Capio Medocular, Jönköping"
4344,"Aktys ögonklinik, Malmö  - Vårdval",,41,Privat,,,Specialiserad vård,3,41PPP,"Aktys ögonklinik, Malmö  - Vårdval"
4345,"Laro-mottagning, Karlstad",,54,Offentlig,,,Specialiserad vård,3,54115,"Laro-mottagning, Karlstad"
4358,"Närsjukhuset Simrishamn, Praktikertjänst",,41,Privat,,,Specialiserad vård,3,28013A,"Närsjukhuset Simrishamn, Praktikertjänst"
4361,Västerviks sjukhus  (AnorexiBulemiCenter) för Barn och unga,,24,Offentlig,,,Specialiserad vård,3,24010B,Västerviks sjukhus  (AnorexiBulemiCenter) för Barn och unga
4366,"Curos Skin Clinic, Malmö - Vårdval",,41,Privat,,,Specialiserad vård,3,41091,"Curos Skin Clinic, Malmö - Vårdval"
4367,"Diagnostiskt Centrum Hud, Malmö - Vårdval",,41,Privat,,,Specialiserad vård,3,41092,"Diagnostiskt Centrum Hud, Malmö - Vårdval"
4368,"Capio Citykliniken, Malmö Centrum (Specialistmottagning)",,41,Privat,,,Specialiserad vård,3,41090,"Capio Citykliniken, Malmö Centrum (Specialistmottagning)"
4369,"Aktys ögonklinik, Malmö  - Vårdval",,41,Privat,,,Specialiserad vård,3,41085,"Aktys ögonklinik, Malmö  - Vårdval"
4375,"Prostata Scandinavia AB, Kristinehamn",,54,Privat,,,Specialiserad vård,3,54116,"Prostata Scandinavia AB, Kristinehamn"
4376,"Närhälsan Hisingen, BuM-mottagning",,51,Offentlig,,,Specialiserad vård,3,52736,"Närhälsan Hisingen, BuM-mottagning"
4378,NU-sjukvården (NÄL och Uddevalla),,51,Offentlig,,,Specialiserad vård,3,52015A,NU-sjukvården (NÄL och Uddevalla)
4379,"Närsjukhus Dalsland, Lysekil och Strömstad (Praktikertjänst)",,51,Privat,,,Specialiserad vård,3,52015B,"Närsjukhus Dalsland, Lysekil och Strömstad (Praktikertjänst)"
4382,"Agata Ögonklinik, Malmö - Vårdval",,41,Privat,,,Specialiserad vård,3,41093,"Agata Ögonklinik, Malmö - Vårdval"
4383,"Ögoncentrum Annedal, Lund",,41,Privat,,,Specialiserad vård,3,41094,"Ögoncentrum Annedal, Lund"
4384,"Capio Citykliniken S:t Laurentiigatan, Lund (Specialistmottagning)",,41,Privat,,,Specialiserad vård,3,41051B,"Capio Citykliniken S:t Laurentiigatan, Lund (Specialistmottagning)"
4386,Ögonspecialisterna i Nässjö,,22,Privat,,,Specialiserad vård,3,22058,Ögonspecialisterna i Nässjö
4396,"Närsjukhuset Simrishamn, Praktikertjänst - Vårdval",,41,Privat,,,Specialiserad vård,3,28013B,"Närsjukhuset Simrishamn, Praktikertjänst - Vårdval"
4419,Barnläkargruppen Sparta,,41,Privat,,,Specialiserad vård,3,41098,Barnläkargruppen Sparta
4433,"Kronobergs Huddoktor, Växjö",,23,Privat,,,Specialiserad vård,3,23801,"Kronobergs Huddoktor, Växjö"
4444,"Art Clinic, Göteborg",,51,Privat,,,Specialiserad vård,3,50081,"Art Clinic, Göteborg"
4445,"Spine Center, Göteborg",,51,Privat,,,Specialiserad vård,3,50082,"Spine Center, Göteborg"
4446,Ögonläkarna i Eslöv AB - Vårdval,,41,Privat,,,Specialiserad vård,3,41086,Ögonläkarna i Eslöv AB - Vårdval
4454,Psykiatri Skåne Simrishamn,,41,Offentlig,,,Specialiserad vård,3,41802K,Psykiatri Skåne Simrishamn
4465,"Privatläkarna Hudmottagning, Helsingborg - Vårdval",,41,Privat,,,Specialiserad vård,3,41064,"Privatläkarna Hudmottagning, Helsingborg - Vårdval"
4467,"Nya Karolinska universitetsjukhuset, Solna",,10,Offentlig,,,Specialiserad vård,3,11003,"Nya Karolinska universitetsjukhuset, Solna"
4469,"Angereds Närsjukhus, Gamlestaden",,51,Offentlig,,,Specialiserad vård,3,50054A,"Angereds Närsjukhus, Gamlestaden"
2681,"Ersta Närsjukvård, Specialistmottagning, Stockholm",,10,Offentlig,,,Specialiserad vård,3,10306,"Ersta Närsjukvård, Specialistmottagning, Stockholm"
2682,Jakobsberg BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10908,Jakobsberg BUP-mottagning
2683,Handen BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10936,Handen BUP-mottagning
2684,Södertälje sjukhus AB,,10,Offentlig,,,Specialiserad vård,3,11011,Södertälje sjukhus AB
2686,Skärholmen BUP- mottagning,,10,Offentlig,,,Specialiserad vård,3,10919,Skärholmen BUP- mottagning
2688,Täby BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10925,Täby BUP-mottagning
2689,Östermalms Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10825,Östermalms Psykiatriska Öppenvårdsmottagning
2691,"Ortopediska Huset, Stockholm",,10,Privat,,,Specialiserad vård,3,10090,"Ortopediska Huset, Stockholm"
2692,"PRIMA vuxenpsykiatri, Mörby",,10,Privat,,,Specialiserad vård,3,10845,"PRIMA vuxenpsykiatri, Mörby"
2693,"Ortopedi- och Fotkirurgikliniken, Stockholm",,10,Offentlig,,,Specialiserad vård,3,10104,"Ortopedi- och Fotkirurgikliniken, Stockholm"
2695,"Järvapsykiatrin, Spånga Rinkeby Kista",,10,Privat,,,Specialiserad vård,3,10841,"Järvapsykiatrin, Spånga Rinkeby Kista"
2697,Kungsholmen BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10910,Kungsholmen BUP-mottagning
2698,"Aleris Specialistvård Sabbatsberg, Stockholm",,10,Privat,,,Specialiserad vård,3,10010,"Aleris Specialistvård Sabbatsberg, Stockholm"
2699,"PRIMA vuxenpsykiatri,Täby",,10,Privat,,,Specialiserad vård,3,10846,"PRIMA vuxenpsykiatri,Täby"
2700,"Karolinska universitetssjukhuset, Huddinge och Solna",,10,Offentlig,,,Specialiserad vård,3,10000,"Karolinska universitetssjukhuset, Huddinge och Solna"
2701,Norrtälje sjukhus,,10,Offentlig,,,Specialiserad vård,3,11012,Norrtälje sjukhus
2702,Södermalm Gamla stan Psykjour och öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10834,Södermalm Gamla stan Psykjour och öppenvårdsmottagning
2705,"Capio Artro Clinic, Stockholm",,10,Privat,,,Specialiserad vård,3,10051,"Capio Artro Clinic, Stockholm"
2706,Sigtuna/Upplands Väsby Psykiatriska öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10837,Sigtuna/Upplands Väsby Psykiatriska öppenvårdsmottagning
2708,Solna BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10921,Solna BUP-mottagning
2709,Ektorp BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10935,Ektorp BUP-mottagning
2710,Farsta-Skarpnäck Psykjour och öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10833,Farsta-Skarpnäck Psykjour och öppenvårdsmottagning
2711,"Aleris Specialistvård Täby, Stockholm",,10,Privat,,,Specialiserad vård,3,10070,"Aleris Specialistvård Täby, Stockholm"
2713,"Astma- och allergimottagning (S:t Görans sjukhus), Stockholm",,10,Privat,,,Specialiserad vård,3,10485,"Astma- och allergimottagning (S:t Görans sjukhus), Stockholm"
2717,"S:t Eriks ögonsjukhus, Stockholm",,10,Offentlig,,,Specialiserad vård,3,10012,"S:t Eriks ögonsjukhus, Stockholm"
2718,"Danderyds sjukhus AB, Stockholm",,10,Offentlig,,,Specialiserad vård,3,11010,"Danderyds sjukhus AB, Stockholm"
2719,"IBD-enheten (Gastromottagning, Sophiahemmet)",,10,Privat,,,Specialiserad vård,3,10486,"IBD-enheten (Gastromottagning, Sophiahemmet)"
2720,City Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10842,City Psykiatriska Öppenvårdsmottagning
2721,"WeMind psykiatri, Stockholm",,10,Privat,,,Specialiserad vård,3,10840,"WeMind psykiatri, Stockholm"
2724,"Södersjukhuset, Stockholm",,10,Offentlig,,,Specialiserad vård,3,10013,"Södersjukhuset, Stockholm"
2726,Capio Psykiatri Tyresö,,10,Privat,,,Specialiserad vård,3,10818,Capio Psykiatri Tyresö
2729,Sollentuna Specialistklinik,,10,Privat,,,Specialiserad vård,3,11064,Sollentuna Specialistklinik
2730,UroClinic Stockholm (S:t Görans sjukhus),,10,Offentlig,,,Specialiserad vård,3,10053,UroClinic Stockholm (S:t Görans sjukhus)
2732,Södertälje BUP- mottagning,,10,Offentlig,,,Specialiserad vård,3,10923,Södertälje BUP- mottagning
2733,Älvsjö Psykiatriska Öppenvårdsmottaging,,10,Offentlig,,,Specialiserad vård,3,10828,Älvsjö Psykiatriska Öppenvårdsmottaging
2735,OrthoCenter (Löwenströmska),,10,Privat,,,Specialiserad vård,3,10487,OrthoCenter (Löwenströmska)
2736,Skärholmens Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10831,Skärholmens Psykiatriska Öppenvårdsmottagning
2737,Huddinge BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10906,Huddinge BUP-mottagning
2740,Sollentuna Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10804,Sollentuna Psykiatriska Öppenvårdsmottagning
2741,"Ortopedi- &amp; KirurgiCentrum, Vallentuna",,10,Privat,,,Specialiserad vård,3,10078,"Ortopedi- &amp; KirurgiCentrum, Vallentuna"
2744,Årsta Vantör Psykjour och öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10835,Årsta Vantör Psykjour och öppenvårdsmottagning
2745,Prima barn-och ungdomspsykiatri Botkyrka,,10,Privat,,,Specialiserad vård,3,10933,Prima barn-och ungdomspsykiatri Botkyrka
2747,"Ryggkirurgiska kliniken, Strängnäs",,10,Privat,,,Specialiserad vård,3,10484,"Ryggkirurgiska kliniken, Strängnäs"
2749,"Prima Barn-och ungdomspsykiatri, Järva",,10,Privat,,,Specialiserad vård,3,10939,"Prima Barn-och ungdomspsykiatri, Järva"
2752,"Barn- och ungdomsmedicinsk mottagning, Lidingö",,10,Offentlig,,,Specialiserad vård,3,10944,"Barn- och ungdomsmedicinsk mottagning, Lidingö"
2756,"Mandometerkliniken, Danderyd och Huddinge",,10,Privat,,,Specialiserad vård,3,10941,"Mandometerkliniken, Danderyd och Huddinge"
2759,"PRIMA barn- och ungdomspsykiatri, Handen",,10,Privat,,,Specialiserad vård,3,10938,"PRIMA barn- och ungdomspsykiatri, Handen"
2760,Danderyd BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10930,Danderyd BUP-mottagning
2761,Bromma/Ekerö Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10843,Bromma/Ekerö Psykiatriska Öppenvårdsmottagning
2762,Lidingö Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10803,Lidingö Psykiatriska Öppenvårdsmottagning
2763,"Aleris Specialistvård Handen, Stockholm",,10,Privat,,,Specialiserad vård,3,11335,"Aleris Specialistvård Handen, Stockholm"
2766,"Psykiatrihälsan, Farsta",,10,Privat,,,Specialiserad vård,3,10839,"Psykiatrihälsan, Farsta"
2767,"Globen ögonklinik, Skärholmen",,10,Privat,,,Specialiserad vård,3,10106,"Globen ögonklinik, Skärholmen"
2769,Vallentuna Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10802,Vallentuna Psykiatriska Öppenvårdsmottagning
2770,"Capio S:t Görans sjukhus, Stockholm",,10,Privat,,,Specialiserad vård,3,10011,"Capio S:t Görans sjukhus, Stockholm"
2771,Allmänpsykitarisk mottagning Väst,,10,Offentlig,,,Specialiserad vård,3,10849,Allmänpsykitarisk mottagning Väst
2773,Botkyrka Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10830,Botkyrka Psykiatriska Öppenvårdsmottagning
2774,Capio Psykiatri Värmdö,,10,Privat,,,Specialiserad vård,3,10820,Capio Psykiatri Värmdö
2776,"Capio Anorexi Centrum, Stockholm",,10,Privat,,,Specialiserad vård,3,10942,"Capio Anorexi Centrum, Stockholm"
2777,Capio Psykiatri Nacka,,10,Privat,,,Specialiserad vård,3,10819,Capio Psykiatri Nacka
2778,Sollentuna BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10920,Sollentuna BUP-mottagning
2779,"PRIMA vuxenpsykiatri, Åkersberga",,10,Privat,,,Specialiserad vård,3,10847,"PRIMA vuxenpsykiatri, Åkersberga"
2780,"Europakliniken, Stockholm",,10,Privat,,,Specialiserad vård,3,10050,"Europakliniken, Stockholm"
2782,Löwenströmska sjukhuset,,10,Privat,,,Specialiserad vård,3,10105,Löwenströmska sjukhuset
2784,Alviks Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10823,Alviks Psykiatriska Öppenvårdsmottagning
2786,"PRIMA vuxenpsykiatri, Lidingö",,10,Privat,,,Specialiserad vård,3,10844,"PRIMA vuxenpsykiatri, Lidingö"
2787,Ekerö Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10822,Ekerö Psykiatriska Öppenvårdsmottagning
2788,Vällingby Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10807,Vällingby Psykiatriska Öppenvårdsmottagning
2789,Järva BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10909,Järva BUP-mottagning
2790,Stockholms ögonklinik (Sophiahemmet),,10,Privat,,,Specialiserad vård,3,11053,Stockholms ögonklinik (Sophiahemmet)
2793,"FysiologLab, Riddargatan, Stockholm",,10,Privat,,,Specialiserad vård,3,10076,"FysiologLab, Riddargatan, Stockholm"
2794,Järfälla/Upplands Bro Psykiatriska öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10836,Järfälla/Upplands Bro Psykiatriska öppenvårdsmottagning
2798,Kronan Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10826,Kronan Psykiatriska Öppenvårdsmottagning
2799,Capio Psykiatri Nynäshamn,,10,Privat,,,Specialiserad vård,3,10816,Capio Psykiatri Nynäshamn
2800,"PRIMA vuxenpsykiatri, Vallentuna",,10,Privat,,,Specialiserad vård,3,10848,"PRIMA vuxenpsykiatri, Vallentuna"
2801,Stockholms Centrum för Ätstörningar,,10,Offentlig,,,Specialiserad vård,3,10940,Stockholms Centrum för Ätstörningar
2803,Liljeholmens Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10827,Liljeholmens Psykiatriska Öppenvårdsmottagning
2804,Globen BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10903,Globen BUP-mottagning
2808,"Aleris Specialistvård Järva, Stockholm",,10,Privat,,,Specialiserad vård,3,10072,"Aleris Specialistvård Järva, Stockholm"
2809,Mörby Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10812,Mörby Psykiatriska Öppenvårdsmottagning
2810,Stockholms Spine Center,,10,Privat,,,Specialiserad vård,3,10082,Stockholms Spine Center
2811,Brommaplan BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10934,Brommaplan BUP-mottagning
2813,Huddinge Psykiatriska öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10829,Huddinge Psykiatriska öppenvårdsmottagning
2814,Capio Psykiatri Haninge,,10,Privat,,,Specialiserad vård,3,10817,Capio Psykiatri Haninge
2815,Kista BUP-mottagning (Aleris),,10,Privat,,,Specialiserad vård,3,10929,Kista BUP-mottagning (Aleris)
2816,Täby Psykiatriska öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10801,Täby Psykiatriska öppenvårdsmottagning
2818,Gynekologkliniken Stockholm (S:t Görans sjukhus),,10,Privat,,,Specialiserad vård,3,10052,Gynekologkliniken Stockholm (S:t Görans sjukhus)
2820,"Habilitering &amp; Hälsa Autismcenter för små barn, Stockholm",,10,Offentlig,,,Specialiserad vård,3,10951,"Habilitering &amp; Hälsa Autismcenter för små barn, Stockholm"
2822,"Aleris Specialistvård, Nacka",,10,Privat,,,Specialiserad vård,3,10071,"Aleris Specialistvård, Nacka"
2823,Norrtälje BUP- mottagning,,10,Offentlig,,,Specialiserad vård,3,10916,Norrtälje BUP- mottagning
2824,Spånga/Tensta Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10809,Spånga/Tensta Psykiatriska Öppenvårdsmottagning
2825,"Ersta sjukhus, Stockholm",,10,Privat,,,Specialiserad vård,3,10481,"Ersta sjukhus, Stockholm"
2826,Farsta BUP-mottagning,,10,Offentlig,,,Specialiserad vård,3,10907,Farsta BUP-mottagning
2827,Norrtälje Psykiatriska öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10838,Norrtälje Psykiatriska öppenvårdsmottagning
2830,Kista Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10808,Kista Psykiatriska Öppenvårdsmottagning
2831,Serafens Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10824,Serafens Psykiatriska Öppenvårdsmottagning
2833,"Gynspecialisterna, Kista",,10,Privat,,,Specialiserad vård,3,11062,"Gynspecialisterna, Kista"
